t, Precipitation (mm/day),t, Wetland inflow (m3/day),t, Wetland inlet stage (m),t, Wetland mid-stage (m),t, Wetland outlet stage (m),t, Wetland outflow (m3/day),t, Wetland Cell 1 Water depth (m),t, Wetland Cell 6 Water depth (m),t, HRT
44374.91667,0,44374.91667,0.694382,44374.91667,0.817618,44374.91667,0.878618,44374.91667,0.931617,44374.91667,4.7754,44374.91667,0.838923,44374.91667,0.74754,44374.91667,12.9156
44374.95833,0,44374.95833,0.660732,44374.95833,0.817326,44374.95833,0.878325,44374.95833,0.931325,44374.95833,4.49913,44374.95833,0.832595,44374.95833,0.741477,44374.95833,12.9378
44375.00000,0,44375.00000,0.615929,44375.00000,0.817068,44375.00000,0.878068,44375.00000,0.931067,44375.00000,4.20463,44375.00000,0.853173,44375.00000,0.715542,44375.00000,12.97
44375.00000,0,44375.00000,0.585691,44375.00000,0.816938,44375.00000,0.877937,44375.00000,0.930937,44375.00000,4.12483,44375.00000,0.853037,44375.00000,0.715442,44375.00000,12.9934
44375.04167,0,44375.04167,0.538596,44375.04167,0.816805,44375.04167,0.877804,44375.04167,0.930804,44375.04167,3.6474,44375.04167,0.854854,44375.04167,0.681415,44375.04167,13.0344
44375.08333,0,44375.08333,0.485214,44375.08333,0.816678,44375.08333,0.877678,44375.08333,0.930677,44375.08333,3.68135,44375.08333,0.889061,44375.08333,0.728797,44375.08333,13.0884
44375.12500,0,44375.12500,0.446253,44375.12500,0.816577,44375.12500,0.877576,44375.12500,0.930576,44375.12500,3.57327,44375.12500,0.864009,44375.12500,0.780439,44375.12500,13.1331
44375.16667,0,44375.16667,0.414665,44375.16667,0.816485,44375.16667,0.877485,44375.16667,0.930484,44375.16667,3.04703,44375.16667,0.820308,44375.16667,0.824146,44375.16667,13.1737
44375.20833,0,44375.20833,0.386094,44375.20833,0.816394,44375.20833,0.877394,44375.20833,0.930393,44375.20833,2.90342,44375.20833,0.728124,44375.20833,0.82826,44375.20833,13.2142
44375.25000,0,44375.25000,0.36018,44375.25000,0.816304,44375.25000,0.877303,44375.25000,0.930303,44375.25000,2.72569,44375.25000,0.749069,44375.25000,0.850576,44375.25000,13.2547
44375.29167,0,44375.29167,0.336617,44375.29167,0.816213,44375.29167,0.877213,44375.29167,0.930213,44375.29167,2.91585,44375.29167,0.718431,44375.29167,0.852252,44375.29167,13.2953
44375.33333,0,44375.33333,0.315139,44375.33333,0.816123,44375.33333,0.877123,44375.33333,0.930123,44375.33333,3.23921,44375.33333,0.776979,44375.33333,0.884255,44375.33333,13.3359
44375.37500,0,44375.37500,0.295516,44375.37500,0.816034,44375.37500,0.877033,44375.37500,0.930033,44375.37500,3.21772,44375.37500,0.829248,44375.37500,0.883695,44375.37500,13.3765
44375.41667,0,44375.41667,0.277549,44375.41667,0.815921,44375.41667,0.876921,44375.41667,0.92992,44375.41667,3.19501,44375.41667,0.787094,44375.41667,0.918395,44375.41667,13.4171
44375.45833,0,44375.45833,0.261062,44375.45833,0.815706,44375.45833,0.876706,44375.45833,0.929705,44375.45833,3.24669,44375.45833,0.899627,44375.45833,0.897309,44375.45833,13.4578
44375.50000,0,44375.50000,0.245905,44375.50000,0.815294,44375.50000,0.876294,44375.50000,0.929293,44375.50000,3.20333,44375.50000,0.894588,44375.50000,0.998026,44375.50000,13.4984
44375.54167,0,44375.54167,0.231942,44375.54167,0.814645,44375.54167,0.875645,44375.54167,0.928645,44375.54167,2.70396,44375.54167,0.931702,44375.54167,0.978894,44375.54167,13.5392
44375.58333,0,44375.58333,0.219056,44375.58333,0.813767,44375.58333,0.874767,44375.58333,0.927767,44375.58333,2.34668,44375.58333,0.845336,44375.58333,0.900748,44375.58333,13.58
44375.62500,0,44375.62500,0.207144,44375.62500,0.812691,44375.62500,0.87369,44375.62500,0.92669,44375.62500,1.95799,44375.62500,0.735061,44375.62500,0.864798,44375.62500,13.621
44375.66667,0,44375.66667,0.196113,44375.66667,0.811481,44375.66667,0.872481,44375.66667,0.92548,44375.66667,1.5496,44375.66667,0.784368,44375.66667,0.886915,44375.66667,13.662
44375.70833,0,44375.70833,0.185881,44375.70833,0.81024,44375.70833,0.87124,44375.70833,0.92424,44375.70833,1.12917,44375.70833,0.811439,44375.70833,0.938804,44375.70833,13.7032
44375.75000,0,44375.75000,0.176377,44375.75000,0.809064,44375.75000,0.870064,44375.75000,0.923064,44375.75000,0.837868,44375.75000,0.815971,44375.75000,0.905116,44375.75000,13.7444
44375.79167,0,44375.79167,0.167534,44375.79167,0.807975,44375.79167,0.868975,44375.79167,0.921975,44375.79167,0.590195,44375.79167,0.821046,44375.79167,0.883699,44375.79167,13.7857
44375.83333,0,44375.83333,0.159296,44375.83333,0.806987,44375.83333,0.867987,44375.83333,0.920987,44375.83333,0.449636,44375.83333,0.764659,44375.83333,0.975914,44375.83333,13.8271
44375.87500,0,44375.87500,0.15161,44375.87500,0.806155,44375.87500,0.867155,44375.87500,0.920155,44375.87500,0.33704,44375.87500,0.763959,44375.87500,0.987972,44375.87500,13.8686
44375.91667,0,44375.91667,0.145208,44375.91667,0.805581,44375.91667,0.866581,44375.91667,0.919581,44375.91667,0.25429,44375.91667,0.791833,44375.91667,1.03437,44375.91667,13.9052
44375.95833,0,44375.95833,0.14136,44375.95833,0.805317,44375.95833,0.866317,44375.95833,0.919317,44375.95833,0.23518,44375.95833,0.768936,44375.95833,1.00444,44375.95833,13.928
44376.00000,0,44376.00000,0.136046,44376.00000,0.805091,44376.00000,0.866091,44376.00000,0.919091,44376.00000,0.221938,44376.00000,0.800033,44376.00000,0.963726,44376.00000,13.961
44376.00000,0,44376.00000,0.132241,44376.00000,0.804983,44376.00000,0.865983,44376.00000,0.918982,44376.00000,0.210277,44376.00000,0.799925,44376.00000,0.963612,44376.00000,13.9851
44376.04167,0,44376.04167,0.126162,44376.04167,0.804893,44376.04167,0.865893,44376.04167,0.918893,44376.04167,0.196342,44376.04167,0.802572,44376.04167,0.963815,44376.04167,14.0273
44376.08333,0,44376.08333,0.118817,44376.08333,0.804829,44376.08333,0.865829,44376.08333,0.918829,44376.08333,0.166556,44376.08333,0.83129,44376.08333,0.962146,44376.08333,14.0827
44376.12500,0,44376.12500,0.113163,44376.12500,0.804779,44376.12500,0.865779,44376.12500,0.918779,44376.12500,0.158877,44376.12500,0.776099,44376.12500,0.922897,44376.12500,14.1286
44376.16667,0,44376.16667,0.108367,44376.16667,0.804735,44376.16667,0.865735,44376.16667,0.918735,44376.16667,0.175006,44376.16667,0.767414,44376.16667,0.943767,44376.16667,14.1702
44376.20833,0,44376.20833,0.103849,44376.20833,0.804691,44376.20833,0.865691,44376.20833,0.918691,44376.20833,0.169842,44376.20833,0.761771,44376.20833,0.941561,44376.20833,14.2118
44376.25000,0,44376.25000,0.0995885,44376.25000,0.804647,44376.25000,0.865647,44376.25000,0.918647,44376.25000,0.152364,44376.25000,0.77162,44376.25000,0.849796,44376.25000,14.2533
44376.29167,0,44376.29167,0.0955676,44376.29167,0.804603,44376.29167,0.865603,44376.29167,0.918603,44376.29167,0.154588,44376.29167,0.807393,44376.29167,0.856013,44376.29167,14.2949
44376.33333,0,44376.33333,0.0917692,44376.33333,0.804559,44376.33333,0.865559,44376.33333,0.918559,44376.33333,0.147793,44376.33333,0.756016,44376.33333,0.855718,44376.33333,14.3365
44376.37500,0,44376.37500,0.0881777,44376.37500,0.804514,44376.37500,0.865514,44376.37500,0.918514,44376.37500,0.136678,44376.37500,0.82728,44376.37500,0.892411,44376.37500,14.3781
44376.41667,0,44376.41667,0.0847789,44376.41667,0.804446,44376.41667,0.865446,44376.41667,0.918446,44376.41667,0.135643,44376.41667,0.869109,44376.41667,0.906789,44376.41667,14.4197
44376.45833,0,44376.45833,0.0815597,44376.45833,0.804272,44376.45833,0.865272,44376.45833,0.918272,44376.45833,0.117929,44376.45833,0.880532,44376.45833,1.01427,44376.45833,14.4612
44376.50000,0,44376.50000,0.0785082,44376.50000,0.803893,44376.50000,0.864893,44376.50000,0.917893,44376.50000,0.0935877,44376.50000,0.840052,44376.50000,0.947972,44376.50000,14.5028
44376.54167,0,44376.54167,0.0756135,44376.54167,0.803256,44376.54167,0.864256,44376.54167,0.917256,44376.54167,0.0567585,44376.54167,0.823039,44376.54167,0.912889,44376.54167,14.5443
44376.58333,0,44376.58333,0.0728652,44376.58333,0.802366,44376.58333,0.863366,44376.58333,0.916366,44376.58333,0.028744,44376.58333,0.793821,44376.58333,0.913064,44376.58333,14.5859
44376.62500,0,44376.62500,0.070254,44376.62500,0.801298,44376.62500,0.862298,44376.62500,0.915298,44376.62500,0.00782433,44376.62500,0.799199,44376.62500,0.803654,44376.62500,14.6274
44376.66667,0,44376.66667,0.0677714,44376.66667,0.800147,44376.66667,0.861147,44376.66667,0.914147,44376.66667,0.000689672,44376.66667,0.779374,44376.66667,0.803087,44376.66667,14.6689
44376.70833,0,44376.70833,0.0654093,44376.70833,0.798927,44376.70833,0.859927,44376.70833,0.912927,44376.70833,0,44376.70833,0.806667,44376.70833,0.834325,44376.70833,14.7103
44376.75000,0,44376.75000,0.0631603,44376.75000,0.797652,44376.75000,0.858652,44376.75000,0.911652,44376.75000,0,44376.75000,0.753843,44376.75000,0.813762,44376.75000,14.7518
44376.79167,0,44376.79167,0.0610176,44376.79167,0.796424,44376.79167,0.857424,44376.79167,0.910424,44376.79167,0,44376.79167,0.736926,44376.79167,0.857836,44376.79167,14.7933
44376.83333,0,44376.83333,0.0589749,44376.83333,0.795338,44376.83333,0.856338,44376.83333,0.909338,44376.83333,0,44376.83333,0.767049,44376.83333,0.908644,44376.83333,14.8348
44376.87500,0,44376.87500,0.0570261,44376.87500,0.794432,44376.87500,0.855432,44376.87500,0.908432,44376.87500,0,44376.87500,0.761959,44376.87500,0.811541,44376.87500,14.8763
44376.91667,0,44376.91667,0.0553726,44376.91667,0.793808,44376.91667,0.854808,44376.91667,0.907808,44376.91667,0,44376.91667,0.757678,44376.91667,0.743365,44376.91667,14.913
44376.95833,0,44376.95833,0.0543665,44376.95833,0.793527,44376.95833,0.854527,44376.95833,0.907527,44376.95833,0,44376.95833,0.819244,44376.95833,0.703702,44376.95833,14.9359
44377.00000,0,44377.00000,0.0529576,44377.00000,0.793296,44377.00000,0.854296,44377.00000,0.907296,44377.00000,0,44377.00000,0.795038,44377.00000,0.727473,44377.00000,14.9689
44377.00000,0,44377.00000,0.0520672,44377.00000,0.793187,44377.00000,0.854187,44377.00000,0.907187,44377.00000,0,44377.00000,0.794929,44377.00000,0.727385,44377.00000,14.993
44377.04167,0,44377.04167,0.0503949,44377.04167,0.793098,44377.04167,0.854098,44377.04167,0.907098,44377.04167,0,44377.04167,0.848325,44377.04167,0.744212,44377.04167,15.0352
44377.08333,0,44377.08333,0.0483219,44377.08333,0.793035,44377.08333,0.854035,44377.08333,0.907035,44377.08333,0,44377.08333,0.884562,44377.08333,0.786175,44377.08333,15.0907
44377.12500,0,44377.12500,0.0466912,44377.12500,0.792987,44377.12500,0.853987,44377.12500,0.906987,44377.12500,0,44377.12500,0.875,44377.12500,0.777619,44377.12500,15.1367
44377.16667,0,44377.16667,0.0452811,44377.16667,0.792943,44377.16667,0.853943,44377.16667,0.906943,44377.16667,0,44377.16667,0.925796,44377.16667,0.781458,44377.16667,15.1783
44377.20833,0,44377.20833,0.0439297,44377.20833,0.7929,44377.20833,0.8539,44377.20833,0.9069,44377.20833,0,44377.20833,0.871376,44377.20833,0.864166,44377.20833,15.22
44377.25000,0,44377.25000,0.0426339,44377.25000,0.792857,44377.25000,0.853857,44377.25000,0.906857,44377.25000,0,44377.25000,0.866907,44377.25000,0.878304,44377.25000,15.2616
44377.29167,0,44377.29167,0.0413907,44377.29167,0.792813,44377.29167,0.853813,44377.29167,0.906813,44377.29167,0,44377.29167,0.894304,44377.29167,0.93164,44377.29167,15.3032
44377.33333,0,44377.33333,0.0401975,44377.33333,0.79277,44377.33333,0.85377,44377.33333,0.90677,44377.33333,0,44377.33333,0.897437,44377.33333,0.942016,44377.33333,15.3448
44377.37500,0,44377.37500,0.0390518,44377.37500,0.792727,44377.37500,0.853727,44377.37500,0.906727,44377.37500,0,44377.37500,0.915815,44377.37500,1.04455,44377.37500,15.3865
44377.41667,0,44377.41667,0.037951,44377.41667,0.792659,44377.41667,0.853659,44377.41667,0.906659,44377.41667,0,44377.41667,0.862361,44377.41667,1.07277,44377.41667,15.4281
44377.45833,0,44377.45833,0.036893,44377.45833,0.792486,44377.45833,0.853486,44377.45833,0.906486,44377.45833,0,44377.45833,0.833813,44377.45833,0.987818,44377.45833,15.4697
44377.50000,0,44377.50000,0.0358757,44377.50000,0.792106,44377.50000,0.853105,44377.50000,0.906105,44377.50000,0,44377.50000,0.831708,44377.50000,0.898893,44377.50000,15.5113
44377.54167,0,44377.54167,0.0348971,44377.54167,0.791469,44377.54167,0.852469,44377.54167,0.905469,44377.54167,0,44377.54167,0.815125,44377.54167,0.888518,44377.54167,15.5528
44377.58333,0,44377.58333,0.0339553,44377.58333,0.790604,44377.58333,0.851604,44377.58333,0.904604,44377.58333,0,44377.58333,0.73871,44377.58333,0.893584,44377.58333,15.5944
44377.62500,0,44377.62500,0.0330486,44377.62500,0.789566,44377.62500,0.850566,44377.62500,0.903566,44377.62500,0,44377.62500,0.780174,44377.62500,0.843038,44377.62500,15.6359
44377.66667,0,44377.66667,0.0321753,44377.66667,0.788405,44377.66667,0.849405,44377.66667,0.902405,44377.66667,0,44377.66667,0.842086,44377.66667,0.886285,44377.66667,15.6773
44377.70833,0,44377.70833,0.0313338,44377.70833,0.787198,44377.70833,0.848198,44377.70833,0.901198,44377.70833,0,44377.70833,0.897521,44377.70833,0.765546,44377.70833,15.7188
44377.75000,0,44377.75000,0.0305227,44377.75000,0.78601,44377.75000,0.84701,44377.75000,0.90001,44377.75000,0,44377.75000,0.860603,44377.75000,0.766014,44377.75000,15.7603
44377.79167,0,44377.79167,0.0297406,44377.79167,0.784878,44377.79167,0.845878,44377.79167,0.898878,44377.79167,0,44377.79167,0.756388,44377.79167,0.773621,44377.79167,15.8017
44377.83333,0,44377.83333,0.0289862,44377.83333,0.783864,44377.83333,0.844864,44377.83333,0.897864,44377.83333,0,44377.83333,0.763662,44377.83333,0.730441,44377.83333,15.8432
44377.87500,0,44377.87500,0.0282582,44377.87500,0.783045,44377.87500,0.844045,44377.87500,0.897045,44377.87500,0,44377.87500,0.727037,44377.87500,0.724895,44377.87500,15.8847
44377.91667,0,44377.91667,0.0276346,44377.91667,0.782515,44377.91667,0.843515,44377.91667,0.896515,44377.91667,0,44377.91667,0.788261,44377.91667,0.808841,44377.91667,15.9214
44377.95833,0,44377.95833,0.0272527,44377.95833,0.782291,44377.95833,0.843291,44377.95833,0.896291,44377.95833,0,44377.95833,0.838738,44377.95833,0.889103,44377.95833,15.9443
44378.00000,0,44378.00000,0.0267141,44378.00000,0.782107,44378.00000,0.843107,44378.00000,0.896107,44378.00000,0,44378.00000,0.89161,44378.00000,0.910507,44378.00000,15.9774
44378.00000,0,44378.00000,0.0263014,44378.00000,0.782028,44378.00000,0.843028,44378.00000,0.896028,44378.00000,0,44378.00000,0.89152,44378.00000,0.910427,44378.00000,15.9981
44378.04167,1.2,44378.04167,2.42897,44378.04167,0.781995,44378.04167,0.842995,44378.04167,0.895994,44378.04167,0,44378.04167,0.93024,44378.04167,0.884882,44378.04167,16.0291
44378.08333,1.2,44378.08333,18.9103,44378.08333,0.782239,44378.08333,0.843238,44378.08333,0.896237,44378.08333,0,44378.08333,0.884387,44378.08333,0.810786,44378.08333,16.0682
44378.12500,0.0109318,44378.12500,11.3905,44378.12500,0.782581,44378.12500,0.84358,44378.12500,0.89658,44378.12500,0,44378.12500,0.924113,44378.12500,0.89022,44378.12500,16.1518
44378.16667,0,44378.16667,8.39557,44378.16667,0.7827,44378.16667,0.843699,44378.16667,0.896699,44378.16667,0,44378.16667,0.912247,44378.16667,0.881069,44378.16667,16.2072
44378.20833,0,44378.20833,6.51362,44378.20833,0.78277,44378.20833,0.84377,44378.20833,0.89677,44378.20833,0,44378.20833,0.853954,44378.20833,0.953502,44378.20833,16.2627
44378.25000,0,44378.25000,5.2302,44378.25000,0.782809,44378.25000,0.843809,44378.25000,0.896809,44378.25000,0,44378.25000,0.843315,44378.25000,0.865626,44378.25000,16.3182
44378.29167,0,44378.29167,4.19342,44378.29167,0.782835,44378.29167,0.843835,44378.29167,0.896835,44378.29167,0,44378.29167,0.7662,44378.29167,0.786192,44378.29167,16.3736
44378.33333,0,44378.33333,3.57388,44378.33333,0.78284,44378.33333,0.84384,44378.33333,0.896839,44378.33333,0,44378.33333,0.765252,44378.33333,0.814546,44378.33333,16.4175
44378.37500,0,44378.37500,3.14379,44378.37500,0.782835,44378.37500,0.843835,44378.37500,0.896835,44378.37500,0,44378.37500,0.782676,44378.37500,0.83178,44378.37500,16.456
44378.41667,3.47414e-10,44378.41667,2.73291,44378.41667,0.78283,44378.41667,0.843829,44378.41667,0.896829,44378.41667,0,44378.41667,0.747258,44378.41667,0.855692,44378.41667,16.4928
44378.45833,7.01468e-09,44378.45833,2.67156,44378.45833,0.782809,44378.45833,0.843809,44378.45833,0.896809,44378.45833,0,44378.45833,0.70313,44378.45833,0.862736,44378.45833,16.4987
44378.50000,1.40729e-08,44378.50000,2.63183,44378.50000,0.782788,44378.50000,0.843788,44378.50000,0.896788,44378.50000,0,44378.50000,0.765888,44378.50000,0.915162,44378.50000,16.5028
44378.54167,3.6,44378.54167,21.039,44378.54167,0.782836,44378.54167,0.843835,44378.54167,0.896834,44378.54167,0,44378.54167,0.826026,44378.54167,0.913402,44378.54167,16.5234
44378.58333,3.6,44378.58333,102.473,44378.58333,0.783925,44378.58333,0.844917,44378.58333,0.897914,44378.58333,0,44378.58333,0.810947,44378.58333,0.933317,44378.58333,16.5566
44378.62500,1.2,44378.62500,74.4471,44378.62500,0.784658,44378.62500,0.845652,44378.62500,0.898651,44378.62500,0,44378.62500,0.872209,44378.62500,1.03321,44378.62500,16.596
44378.66667,4.8,44378.66667,116.106,44378.66667,0.785456,44378.66667,0.846447,44378.66667,0.899444,44378.66667,0,44378.66667,0.852316,44378.66667,1.0634,44378.66667,16.6322
44378.70833,7.2,44378.70833,223.845,44378.70833,0.787836,44378.70833,0.848819,44378.70833,0.901813,44378.70833,0,44378.70833,0.812032,44378.70833,1.10266,44378.70833,16.662
44378.75000,9.6,44378.75000,320.918,44378.75000,0.791707,44378.75000,0.852682,44378.75000,0.905674,44378.75000,0,44378.75000,0.835344,44378.75000,1.1005,44378.75000,16.689
44378.79167,94.8,44378.79167,2430.56,44378.79167,0.810234,44378.79167,0.871046,44378.79167,0.923987,44378.79167,1.9005,44378.79167,0.829472,44378.79167,1.14238,44378.79167,16.6577
44378.83333,176.4,44378.83333,7407.2,44378.83333,0.905179,44378.83333,0.965665,44378.83333,1.01846,44378.83333,390.691,44378.83333,0.958198,44378.83333,1.16324,44378.83333,16.2805
44378.87500,99.6,44378.87500,5408.29,44378.87500,0.988415,44378.87500,1.04903,44378.87500,1.10176,44378.87500,1615.72,44378.87500,0.997112,44378.87500,1.32788,44378.87500,15.4101
44378.91667,16.8,44378.91667,1564.18,44378.91667,1.00035,44378.91667,1.06119,44378.91667,1.11396,44378.91667,2019.51,44378.91667,1.13938,44378.91667,1.30266,44378.91667,14.5694
44378.95833,68.4,44378.95833,2127.31,44378.95833,0.998094,44378.95833,1.0589,44378.95833,1.11166,44378.95833,1909.31,44378.95833,1.06285,44378.95833,1.24252,44378.95833,13.8482
44379.00000,103.68,44379.00000,4390.29,44379.00000,1.02475,44379.00000,1.08541,44379.00000,1.13807,44379.00000,2525.4,44379.00000,1.06625,44379.00000,1.31977,44379.00000,12.8071
44379.00000,33.6,44379.00000,2681.38,44379.00000,1.02929,44379.00000,1.09004,44379.00000,1.14272,44379.00000,2658.14,44379.00000,1.07098,44379.00000,1.32517,44379.00000,12.2448
44379.04167,73.2,44379.04167,2860.33,44379.04167,1.0309,44379.04167,1.09164,44379.04167,1.14431,44379.04167,2817.46,44379.04167,1.05001,44379.04167,1.33597,44379.04167,11.4155
44379.08333,201.6,44379.08333,7695.7,44379.08333,1.06529,44379.08333,1.12575,44379.08333,1.17824,44379.08333,3998.81,44379.08333,1.06192,44379.08333,1.26644,44379.08333,10.0042
44379.12500,212.4,44379.12500,10005.6,44379.12500,1.13521,44379.12500,1.19549,44379.12500,1.2477,44379.12500,6828.55,44379.12500,1.1572,44379.12500,1.31719,44379.12500,7.71497
44379.16667,132,44379.16667,6291.94,44379.16667,1.14508,44379.16667,1.20554,44379.16667,1.25777,44379.16667,7271.72,44379.16667,1.26453,44379.16667,1.39618,44379.16667,5.7111
44379.20833,92.4,44379.20833,4709.9,44379.20833,1.13615,44379.20833,1.1967,44379.20833,1.24898,44379.20833,6696.35,44379.20833,1.28867,44379.20833,1.23913,44379.20833,4.2833
